9 0 9	JJJ.PSFF..PSHAADPUH.NDLUBINDLOBINGGO 
25 16 9	JJJ.PSHFFDPSHAADPUBIND.UBIN.LOGGN.LO J98 H97 F97 A98 D99 B99 I99 N98 L99 G97 
25 16 9	HJJJ.SH.FFPSBAADPUBINDPU.INDLOGGN.LO J99 P99 F98 H98 A98 D98 N98 L99 B98 I99 G97 
25 16 9	.JJJPSHFFDPSHAADPUBIND.UBIN.LOGGN.LO H97 J99 F97 A98 B99 I99 N98 D97 L99 G97 
25 16 9	.JJJ.SH.FFPSHAADPUBINDPUBINDLOGGN.LO H97 J99 P99 F98 A98 B99 I99 N98 D98 L99 G97 
25 16 9	JJJ..SHFF.PSHAADPUBINDPUBINDLOGGN.LO J98 H97 F99 P99 A98 D98 B99 I99 N98 L99 G97 
25 13 12	HJJJ.SHFFDPSAANDPUBINDPUBIN.LO.GG.LO J99 P99 F97 H98 A99 D97 N99 L99 B99 I99 G98 
26 17 9	HJJJPSHFFDPS.AADPUBIND.UBIN.LOGGN.LO J99 P98 F97 H98 A98 D97 N98 L99 B99 I99 G97 
26 14 12	H.JJJSHFF.PSAANDPUBINDPUBINDLOGG..LO J98 P99 F97 H98 A99 N97 L99 B99 I99 G97 
26 17 9	H.JJJSH.FFPSBAADPUBINDPU.INDLOGGN.LO J98 P99 F98 H98 A98 D98 N98 L99 B98 I99 G97 
26 14 12	H.JJJSHFFDPSAANDPUBINDPUBIN.LO.GG.LO J98 P99 F97 H98 A99 D97 N99 L99 B99 I99 G98 
26 17 9	JJJ.PSHFFDPSHAADPUBINDLUBIN.LOGGN..O J98 H97 F97 A98 D97 B99 I99 N98 G97 
26 17 9	JJJ..SH.FFPSHAADPUBINDPUBINDLOGGN.LO J98 P99 H97 F98 A98 B99 I99 N98 D98 L99 G97 
26 17 9	HJJJ.SHFF.PSAA.DPUBINDPUBINDLOGGN.LO J99 P99 F97 H98 A95 D98 N98 L99 B99 I99 G97 
26 14 12	H.JJJSHFF.PSAANDPUBINDPUBINDLO.GG.LO J98 P99 F97 H98 A99 D98 N99 L99 B99 I99 G98 
26 17 9	.JJJ.SHFFDPSHAADPUBINDPUBIN.LOGGN.LO H97 J99 F97 P99 A98 B99 I99 N98 D97 L99 G97 
26 17 9	H.JJJSHFFDPS.AADPUBINDPUBIN.LOGGN.LO J98 P99 F97 H98 A98 D97 N98 L99 B99 I99 G97 
26 17 9	JJJD.SHFFDPSHAADPUBIN.PUBIN.LOGGN.LO J98 P99 H97 F97 A98 D98 B99 I99 N98 L99 G97 
26 17 9	JJJ..SHFFDPSHAADPUBINDPUBIN.LOGGN.LO J98 P99 H97 F97 A98 D99 B99 I99 N98 L99 G97 
26 17 9	.JJJ.SHFF.PSHAADPUBINDPUBINDLOGGN.LO H97 J99 F97 P99 A98 B99 I99 N98 D98 L99 G97 
26 17 9	HJJJ.SHFFDPSAA.DPUBINDPUBIN.LOGGN.LO J99 P99 F97 H98 A95 D97 N98 L99 B99 I99 G97 
26 17 9	JJJDPSHFFDPSHAADPUBIN.LUBIN.LOGGN..O J98 H97 F97 A98 D98 B99 I99 N98 L98 G97 
27 18 9	JJJ..SHFF.PSHAADPUBINDPUBINDLOGGN.LO J98 P99 H97 F97 A98 B99 I99 N98 D98 L99 G97 
27 18 9	JJJD.SHFFDPSHAADPUBIN.PUBIN.LOGGN.LO J98 P99 H97 F97 A98 B99 I99 N98 D96 L99 G97 
27 15 12	H.JJJSHFFDPSAANDPUBINDPUBIN.LOGG..LO J98 P99 F97 H98 A99 D99 N97 L99 B99 I99 G97 
27 18 9	HIJJJSHIFFPSAAN.PUB.NDPUB.NDLOGG.DLO J98 P99 F98 H98 A95 D99 N97 L99 B99 I96 G97 
27 18 9	JJJDPSHFFDPSHAADPUBIN.LUBIN.LOGGN..O J98 H97 F97 A98 D96 B99 I99 N98 L98 G97 
27 18 9	.JJJPSHFFDPSHAADPUBIND.UBIN.LOGGN.LO H97 J99 P98 F97 A98 B99 I99 N98 D97 L99 G97 
27 18 9	HIJJJSHIFFPSAA.DPUB.NDPUB.NDLOGGN.LO J98 P99 F98 H98 A95 D98 N98 L99 B99 I96 G97 
27 18 9	HIJJJSHIFFPS.AADPUB.NDPUB.NDLOGGN.LO J98 P99 F98 H98 A96 D98 N98 L99 B99 I96 G97 
28 19 9	.IJJJSHIFFPSHAADPUB.NDPUB.NDLOGGN.LO H97 I96 J98 F98 P99 A96 B99 N98 D98 L99 G97 
28 19 9	HIJJJSHIFFPSAAN.PUB.NDPUB.NDLO.GGDLO J98 P99 F98 H98 A95 D99 N97 L99 B99 I96 G96 
28 19 9	HIJJJSHIFFPSBAADPUB.NDPU..NDLOGGN.LO J98 P99 F98 H98 A96 D98 N98 L99 B98 I96 G97 
26 20 6	HIJJJSHIFFPSBAA.PUB.NDPU..NDLOGGNDLO J98 P99 F98 H98 A96 D97 N98 L99 B98 I96 G97 
29 20 9	HIJJJSHIFFPSAAN.PU..NDPUB.NDLOBGGDLO J98 P99 F98 H98 A95 D99 N97 L99 B98 I96 G96 
31 19 12	HIJJJSHIFFPSAANDPUB.NDPUB.NDLOGG..LO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G97 
32 20 12	HIJJJSHIFFPSAANDPUB.NDPUB.NDLO.GG.LO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G96 
32 20 12	HIJJJSHIFFPSAANDPUB.NDPUB.NDLO..GGLO J98 P99 F98 H98 A95 D98 N97 L99 B99 I96 G95 
33 21 12	HIJJJSHIFFPSAANDPU..NDPUB.NDLOBGG.LO J98 P99 F98 H98 A95 D98 N97 L99 B98 I96 G96 
33 21 12	HIJJJSHIFFPSAANDPU..NDPUB.NDLOB.GGLO J98 P99 F98 H98 A95 D98 N97 L99 B98 I96 G95 
