3 0 3	BB.K..CCCKU..AAKUG.FF.UG.....GEEE.TT 
10 7 3	.BB....CCC...AAKUGFF.KUG...KUGEEETT. B99 K96 C99 U99 F99 T99 
10 7 3	.BB....CCC.G.AAKUG.FFKUG...KU.EEETT. B99 K96 C99 U99 G99 T99 
10 7 3	...BBG..CCCGAA.KUG.FFKU....KU.EEE.TT B97 K96 C98 U99 A99 G98 
10 7 3	..BBU.CCCKUGAA.KUG.FFK.G......EEETT. B98 K97 U99 A99 G99 T99 
10 7 3	.BB......CCCAA.KUG.FFKUG...KUG.EEETT B99 K96 C97 U99 A99 E99 
10 7 3	.BBK.GCCCKUGAA.KUGFF..U.......EEETT. B99 K94 A99 G98 F99 T99 
10 7 3	.BBKUGCCCKUGAA.KUG.FF.........EEETT. B99 K94 U99 A99 G98 T99 
10 7 3	.BBK..CCCK.G.AAKUGFF..UG....U.EEETT. B99 K94 U99 G99 F99 T99 
10 7 3	BB.....CCC.G.AAKUGFF.KUG...KU..EEETT K96 C99 U99 G99 F99 E99 
10 7 3	.BB..G.CCC.G.AAKUG.FFKU....KU.EEETT. B99 K96 C99 U99 G98 T99 
10 7 3	...BBG.CCC.G.AAKUG.FFKU....KU.EEETT. B97 K96 C99 U99 G98 T99 
10 7 3	.BBKU.CCCKUG.AAKUG..FF.G......EEETT. B99 K94 U99 G99 F99 T99 
10 7 3	..BB.G..CCCG.AAKUGFF.KU....KU.EEETT. B98 K98 C98 U99 G98 F99 T99 
10 7 3	..BB.GCCCK.G.AAKUGFF.KU.....U.EEETT. B98 K97 U99 G98 F99 T99 
10 7 3	.BBK..CCCKUG.AAKUG..FFUG......EEETT. B99 K94 G99 F97 T99 
10 7 3	.BB.U.CCCKUG.AAKUGFF.K.G.......EEETT B99 K95 U99 G99 F99 E99 
10 7 3	...BB..CCC.GAA.KUGFF.KUG...KU.EEE.TT B97 K98 C99 U99 A99 G99 F99 
10 7 3	..BB.GCCCK.G.AAKUGFF.KU.....U..EEETT B98 K97 U99 G98 F99 E99 
10 7 3	.BB.U.CCCKUG.AAKUGFF.K.G......EEETT. B99 K95 U99 G99 F99 T99 
10 7 3	.BB.U.CCCKUGAA.KUG.FFK.G......EEETT. B99 K95 U99 A99 G99 T99 
10 7 3	.BB.U.CCCKUGAA.KUG.FFK.G.......EEETT B99 K95 U99 A99 G99 E99 
10 7 3	BB.K..CCCKUGAA.KUG..FFUG......EEETT. K94 A99 G99 F99 T99 
10 7 3	BB....CCC..GAA.KUG.FFKUG...KU..EEETT K96 U97 A99 G99 E99 
10 7 3	BB.K..CCCK.G.AAKUG..FFUG....U.EEETT. K94 U99 G99 F99 T99 
10 7 3	.BB.UGCCCKUG.AAKUG.FFK.........EEETT B99 K95 U99 G98 E99 
10 7 3	...BB..CCC.GAA.KUG.FFKUG...KU.EEETT. B97 K98 C99 U99 A99 G99 T99 
10 7 3	..BBUGCCCKUG.AAKUG.FFK........EEETT. B98 K97 U99 G96 T99 
10 7 3	..BB..CCCK.GAA.KUGFF.KUG....U.EEE.TT B98 K95 U99 A99 G99 F99 
10 7 3	...BB..CCCUG.AAKUGFF.KUG...K..EEETT. B97 K96 C99 G99 F99 T99 
10 7 3	.BB.UGCCCKUGAA.KUG.FFK.........EEETT B99 K95 U99 A99 G98 E99 
10 7 3	.BBK.GCCCK.G.AAKUGFF..U.....U.EEETT. B99 K94 U99 G98 F99 T99 
10 7 3	.BB.U..CCCUG.AAKUG.FFK.G...K..EEE.TT B97 C99 U99 G99 K96 
10 7 3	..BB.G.CCC.G.AAKUG.FFKU....KU.EEETT. B98 K98 C99 U99 G96 T99 
10 7 3	..BB...CCC..AA.KUGFF.KUG...KUGEEE.TT B98 K96 C99 U99 A99 F99 
10 7 3	.BBK..CCCK.GAA.KUGFF..UG....U.EEE.TT B99 K94 U99 A99 G99 F99 
10 7 3	..BB.G..CCCG.AAKUGFF.KU....KU..EEETT B98 K98 C98 U99 G98 F99 E99 
10 7 3	...BB..CCCUG.AAKUGFF.KUG...K...EEETT B97 K96 C99 G99 F99 E99 
10 7 3	..BB.GCCC..GAA.KUGFF.KU....KU..EEETT B98 K98 U99 A99 G98 F99 E99 
10 7 3	..BB..CCC..GAA.KUGFF.KUG...KU.EEE.TT B98 K96 U99 A99 G99 F99 
10 7 3	.BBK..CCCK.G.AAKUGFF..UG....U..EEETT B99 K94 U99 G99 F99 E99 
10 7 3	....BBCCC..GAA.KUGFF.KUG...KU.EEE.TT B96 K96 U99 A99 G99 F99 
10 7 3	..BBUGCCC.UGAA.KUG.FFK.....K..EEETT. B98 K98 U99 A99 G96 T99 
10 7 3	..BB..CCC.UG.AAKUGFF.KUG...K...EEETT B94 K96 G99 F99 E99 
10 7 3	BB.KUGCCCKUG.AAKUG.FF..........EEETT K92 U99 G98 E99 
10 7 3	..BBUGCCCKUG.AAKUGFF.K.........EEETT B98 K95 U99 G98 F99 E99 
10 7 3	..BB.GCCCK.GAA.KUGFF.KU.....U.EEE.TT B98 K95 U99 A99 G98 F99 
10 7 3	..BB....CCC..AAKUGFF.KUG...KUGEEETT. B98 K96 C98 U99 F99 T99 
10 7 3	BB...G..CCCG.AAKUGFF.KU....KU..EEETT K96 C98 U99 G98 F99 E99 
10 7 3	...BBGCCCK.G.AAKUGFF.KU.....U..EEETT B97 K95 U99 G98 F99 E99 
10 7 3	..BB.GCCCK.G.AAKUGFF.KU.....U.EEE.TT B96 G98 K95 U99 F99 
10 7 3	.BBKUGCCCKUG.AAKUG....FF......EEETT. B99 K94 U99 G98 F97 T99 
10 7 3	...BBGCCCK.G.AAKUGFF.KU.....U.EEETT. B97 K95 U99 G98 F99 T99 
10 7 3	BB.KUGCCCKUG.AAKUG.FF.........EEETT. B98 K94 U99 G98 T99 
10 7 3	...BB....CCC.AAKUGFF.KUG...KUGEEETT. B97 K96 C97 U99 F99 T99 
10 7 3	..BBUGCCC.UG.AAKUGFF.K.....K..EEETT. B98 K98 U99 G96 F99 T99 
10 7 3	..BBU.CCCKUG.AAKUGFF.K.G.......EEETT B98 K95 U99 G99 F99 E99 
10 7 3	..BBUGCCCKUG.AAKUG.FFK.........EEETT B98 K95 U97 G98 E99 
10 7 3	.BB.UGCCC.UGAA.KUG.FFK.....K..EEETT. B97 G98 U99 A99 K98 T99 
10 7 3	BB..U..CCCUG.AAKUGFF.K.G...K...EEETT K96 C99 U99 G99 F99 E99 
10 7 3	...KBBCCCK.GAA.KUGFF..UG....U.EEE.TT B96 K94 U99 A99 G99 F99 
10 7 3	BB...GCCCK.G.AAKUG.FFKU.....U..EEETT B96 G98 K95 U99 E99 
10 7 3	.BB..GCCC..GAA.KUG.FFKU....KU.EEETT. B97 G98 U99 A99 K98 T99 
10 7 3	.BB.U..CCCU..AAKUGFF.K.G...K.G.EEETT B99 K96 C99 U99 F99 E99 
10 7 3	.BB.U..CCCU..AAKUGFF.K.G...K.GEEETT. B99 K96 C99 U99 F99 T99 
10 7 3	.BB..GCCC.UGAA.KUGFF.KU....K..EEETT. B97 G98 A99 K98 F99 T99 
10 7 3	....BBCCC..GAA.KUG.FFKUG...KU..EEETT B96 K96 U99 A99 G99 E99 
10 7 3	BB..U..CCCUGAA.KUG.FFK.G...K...EEETT K96 C99 U99 A99 G99 E99 
10 7 3	..BB.G..CCCGAA.KUG.FFKU....KU.EEETT. B98 K98 C98 U99 A99 G98 T99 
10 7 3	...BB..CCC.GAA.KUG.FFKUG...KU.EEE.TT B97 K96 C99 U99 A99 G99 
10 7 3	...BB.CCCKU.AA.KUG.FFKUG.....GEEETT. B97 K97 U98 A99 T99 
10 7 3	....BBCCC..G.AAKUGFF.KUG...KU..EEETT B96 K96 U99 G99 F99 E99 
10 7 3	.BB.....CCCG.AAKUGFF.KUG...KU.EEE.TT B99 K96 C98 U99 G99 F99 
10 7 3	.BB..G..CCCG.AAKUGFF.KU....KU.EEE.TT B99 K96 C98 U99 G98 F99 
10 7 3	...BB.CCCK..AA.KUGFF.KUG....UGEEETT. B97 K97 U99 A99 F99 T99 
10 7 3	.BB.U.CCC.U.AA.KUGFF.K.G...K.GEEETT. B99 K96 U99 A99 F99 T99 
10 7 3	BB..UGCCCKUGAA.KUGFF.K........EEETT. K95 U99 A99 G98 F99 T99 
10 7 3	.BB....CCCUG.AAKUGFF.KUG...K..EEETT. B99 K96 C99 G99 F99 T99 
10 7 3	..BBU..CCCUGAA.KUGFF.K.G...K..EEE.TT B98 K98 C99 U99 A99 G99 F99 
10 7 3	....BBCCCK.G.AAKUG.FFKUG....U.EEETT. B96 K95 U99 G99 T99 
10 7 3	BB..U..CCCU.AA.KUGFF.K.G...K.G.EEETT K96 C99 U99 A99 F99 E99 
10 7 3	....BB.CCC.G.AAKUGFF.KUG...KU.EEE.TT B96 K96 C99 U99 G99 F99 
10 7 3	BB..UGCCC.UGAA.KUGFF.K.....K..EEETT. K96 U99 A99 G98 F99 T99 
10 7 3	BB..U.CCC.UGAA.KUGFF.K.G...K..EEETT. K96 U99 A99 G99 F99 T99 
10 7 3	...BBGCCCKUGAA.KUGFF.KU.......EEETT. B97 K95 A99 G98 F99 T99 
10 7 3	.BB....CCCUGAA.KUG.FFKUG...K...EEETT B99 K96 C99 A99 G99 E99 
10 7 3	BB...G.CCCUGAA.KUG.FFKU....K..EEETT. K96 C99 A99 G96 T99 
10 7 3	...BBG.CCC.G.AAKUGFF.KU....KU.EEE.TT B97 K96 C99 U99 G98 F99 
10 7 3	.BB.UGCCCKUGAA.KUG.FFK........EEETT. B99 K95 U99 A99 G98 T99 
10 7 3	.BB....CCCU.AA.KUGFF.KUG...K.GEEETT. B99 K96 C99 A99 F99 T99 
10 7 3	.BB.UG.CCCUG.AAKUGFF.K.....K..EEE.TT B99 K96 C99 U99 G98 F99 
10 7 3	BB...G.CCCUGAA.KUGFF.KU....K..EEETT. K96 C99 A99 G98 F99 T99 
10 7 3	BB..U.CCCKU.AA.KUG.FFK.G.....GEEETT. K95 U99 A99 G96 T99 
10 7 3	BB.KU.CCCKUGAA.KUGFF...G.......EEETT K94 U99 A99 G99 F99 E99 
10 7 3	..BBUGCCCKUGAA.KUG.FFK........EEETT. B98 K95 U99 A99 G98 T99 
10 7 3	BB..UG.CCCUGAA.KUG.FFK.....K...EEETT K96 C99 U99 A99 G98 E99 
10 7 3	...BB...CCC..AAKUGFF.KUG...KUG.EEETT B97 K96 C98 U99 F99 E99 
10 7 3	...BBGCCCK.GAA.KUG.FFKU.....U.EEETT. B97 K95 U99 A99 G98 T99 
10 7 3	.BB.U..CCCU.AA.KUGFF.K.G...K.GEEE.TT B99 K96 C99 U99 A99 F99 
10 7 3	.BB..G.CCCUG.AAKUGFF.KU....K..EEETT. B99 K96 C99 G98 F99 T99 
10 7 3	BB...GCCCKUGAA.KUGFF.KU........EEETT K95 A99 G98 F99 E99 
10 7 3	..BB...CCCUGAA.KUGFF.KUG...K..EEETT. B98 K98 C99 A99 G99 F99 T99 
10 7 3	BB.KU.CCCKUG.AAKUG...FFG......EEETT. K94 U99 G99 F98 T99 
10 7 3	.BB....CCC..AA.KUGFF.KUG...KUGEEE.TT B99 K96 C99 U99 A99 F99 
10 7 3	..BB..CCCKUGAA.KUG.FFKUG......EEETT. B98 K95 A99 G99 T99 
10 7 3	...BB....CCC.AAKUGFF.KUG...KUGEEE.TT B97 K96 C97 U99 F99 
10 7 3	BB.KUGCCCKUGAA.KUG...FF........EEETT K94 U99 A99 G98 F98 E99 
10 7 3	.BBK..CCCKUGAA.KUGFF..UG.......EEETT B99 K94 A99 G99 F99 E99 
10 7 3	.BB......CCCAA.KUGFF.KUG...KUGEEE.TT B99 K96 C97 U99 A99 F99 
10 7 3	..BB...CCC.G.AAKUGFF.KUG...KU.EEETT. B98 K98 C99 U99 G99 F99 T99 
10 7 3	.BB..G.CCC.G.AAKUGFF.KU....KU.EEE.TT B99 K96 C99 U99 G98 F99 
10 7 3	BB..UGCCC.UGAA.KUGFF.K.....K...EEETT K96 U99 A99 G98 F99 E99 
10 7 3	..BB...CCCUGAA.KUGFF.KUG...K...EEETT B98 K98 C99 A99 G99 F99 E99 
10 7 3	....BB..CCC.AA.KUG.FFKUG...KUGEEETT. B96 K96 C98 U99 A99 T99 
10 7 3	BB......CCC.AA.KUGFF.KUG...KUGEEETT. K96 C98 U99 A99 F99 T99 
10 7 3	...BB..CCC.G.AAKUGFF.KUG...KU.EEE.TT B97 K96 C99 U99 G99 F99 
10 7 3	..BBU.CCC.UGAA.KUGFF.K.G...K...EEETT B98 K98 U99 A99 G99 F99 E99 
10 7 3	..BB...CCC.GAA.KUGFF.KUG...KU.EEE.TT B98 K98 C99 U99 A99 G99 F99 
10 7 3	BB.K..CCCKU..AAKUG.FF.UG.....GEEETT. K94 G96 T99 
10 7 3	...BB...CCCGAA.KUG.FFKUG...KU.EEE.TT B97 K96 C98 U99 A99 G99 
10 7 3	BB.....CCCUGAA.KUGFF.KUG...K..EEE.TT B96 C99 G99 A99 K98 F99 
10 7 3	...BB.CCCKUGAA.KUG.FFKUG......EEETT. B97 K97 A99 G97 T99 
10 7 3	BB...GCCCK.G.AAKUGFF.KU.....U.EEETT. K95 U99 G96 F99 T99 
10 7 3	BB.KUGCCCKUGAA.KUG..FF........EEETT. K94 U99 A99 G98 F99 T99 
10 7 3	..BBU..CCCU.AA.KUGFF.K.G...K.GEEETT. B98 K98 C99 U99 A99 F99 T99 
10 7 3	.BB..GCCCK.G.AAKUGFF.KU.....U.EEETT. B99 K95 U99 G98 F99 T99 
10 7 3	BB...GCCCKUGAA.KUGFF.KU.......EEETT. K95 A99 G96 F99 T99 
10 7 3	BB..U.CCCKUG.AAKUGFF.K.G......EEETT. K95 U99 G97 F99 T99 
10 7 3	BB..UGCCCKUG.AAKUGFF.K........EEETT. K95 U99 G96 F99 T99 
10 7 3	...BBG.CCCUG.AAKUG.FFKU....K..EEETT. B97 K98 C99 G96 T99 
10 7 3	BB.KUGCCCKUG.AAKUG....FF......EEETT. K94 U99 G98 F97 T99 
10 7 3	...BB...CCC.AA.KUG.FFKUG...KUGEEE.TT B97 K96 C96 U99 A99 
10 7 3	BB...GCCC..GAA.KUG.FFKU....KU.EEETT. K96 U99 A99 G96 T99 
10 7 3	...KBBCCCK.G.AAKUGFF..UG....U..EEETT B96 K94 U99 G99 F99 E99 
10 7 3	...BB....CCCAA.KUG.FFKUG...KUGEEETT. B97 K96 C97 U99 A99 T99 
10 7 3	..BB....CCC..AAKUGFF.KUG...KUG.EEETT B98 K96 C98 U99 F99 E99 
10 7 3	...BB..CCCUGAA.KUG.FFKUG...K..EEETT. B97 K98 C99 A99 G97 T99 
10 7 3	..BBU..CCCU.AA.KUGFF.K.G...K.G.EEETT B98 K98 C99 U99 A99 F99 E99 
10 7 3	.BBKU.CCCKU.AA.KUG..FF.G.....GEEETT. B99 K94 U99 A99 F99 T99 
10 7 3	.BB.U.CCC.UGAA.KUG.FFK.G...K...EEETT B97 U99 G99 A99 K98 E99 
10 7 3	.BBKU.CCCKUGAA.KUGFF...G......EEE.TT B99 K94 U99 A99 G99 F99 
10 7 3	..BBUG.CCCUGAA.KUGFF.K.....K..EEE.TT B98 K98 C99 U99 A99 G98 F99 
10 7 3	..BBU.CCCKUGAA.KUG.FFK.G.......EEETT B98 K97 U99 A99 G99 E99 
10 7 3	BB.KUGCCCKUG.AAKUG...FF.......EEETT. K94 U99 G98 F98 T99 
10 7 3	.BBKU.CCCKU.AA.KUG..FF.G.....G.EEETT B99 K94 U99 A99 F99 E99 
10 7 3	...BBG..CCCG.AAKUG.FFKU....KU.EEETT. B97 K96 C98 U99 G98 T99 
10 7 3	..BBU..CCCUGAA.KUG.FFK.G...K...EEETT B98 K98 C99 U99 A99 G99 E99 
10 7 3	...BBG..CCCG.AAKUG.FFKU....KU..EEETT B97 K96 C98 U99 G98 E99 
10 7 3	.BBKUGCCCKUGAA.KUG..FF........EEE.TT B99 K94 U99 A99 G98 F99 
10 7 3	BB..U.CCCKUGAA.KUGFF.K.G......EEETT. K95 U99 A99 G99 F99 T99 
10 7 3	.BB..GCCCKUG.AAKUGFF.KU.......EEETT. B99 K95 G96 F99 T99 
10 7 3	..BB..CCCKUG.AAKUGFF.KUG......EEETT. B98 K95 G97 F99 T99 
10 7 3	BB.......CCCAA.KUGFF.KUG...KUGEEETT. K96 C97 U99 A99 F99 T99 
10 7 3	..BB.....CCC.AAKUGFF.KUG...KUGEEETT. B98 K96 C97 U99 F99 T99 
10 7 3	BB...G.CCCUGAA.KUGFF.KU....K...EEETT K96 C99 A99 G98 F99 E99 
10 7 3	BB....CCC.U..AAKUGFF.KUG...K.GEEETT. K94 G98 F99 T99 
10 7 3	...BBGCCCKUG.AAKUGFF.KU.......EEETT. B97 K95 G96 F99 T99 
10 7 3	...BB..CCC...AAKUGFF.KUG...KUG.EEETT B97 K96 C99 U99 F99 E99 
10 7 3	...BB...CCCG.AAKUG.FFKUG...KU..EEETT B97 K96 C98 U99 G99 E99 
10 7 3	....BBCCCKUG.AAKUGFF.KUG......EEETT. B96 K95 G97 F99 T99 
10 7 3	...BB..CCC..AA.KUG.FFKUG...KUGEEETT. B97 K96 C99 U99 A99 T99 
10 7 3	.BB.....CCCG.AAKUG.FFKUG...KU.EEETT. B99 K96 C98 U99 G99 T99 
10 7 3	..BB.GCCCKUG.AAKUGFF.KU.......EEETT. B98 K95 G96 F99 T99 
10 7 3	...BBG.CCC.G.AAKUG.FFKU....KU..EEETT B97 K96 C99 U99 G98 E99 
10 7 3	..BB..CCC..G.AAKUG.FFKUG...KU.EEETT. B98 K96 U99 G97 T99 
10 7 3	..BB.....CCC.AAKUGFF.KUG...KUG.EEETT B98 K96 C97 U99 F99 E99 
10 7 3	..BB..CCCK.G.AAKUGFF.KUG....U.EEETT. B98 K95 U99 G99 F99 T99 
10 7 3	.BB...CCCK...AAKUGFF.KUG....UGEEETT. B97 K95 U99 F99 T99 
10 7 3	.BB...CCCK.G.AAKUGFF.KUG....U.EEETT. B99 K95 U99 G99 F99 T99 
10 7 3	BB....CCCK...AAKUGFF.KUG....UGEEETT. B96 K95 U99 F99 T99 
10 7 3	.BB.U.CCC.U.AA.KUGFF.K.G...K.G.EEETT B99 K96 U99 A99 F99 E99 
10 7 3	..BBUGCCCKUG.AAKUGFF.K........EEETT. B98 K95 U99 G98 F99 T99 
10 7 3	..BB....CCCG.AAKUG.FFKUG...KU..EEETT B98 K96 C98 U99 G99 E99 
10 7 3	.BB.....CCCG.AAKUG.FFKUG...KU..EEETT B99 K96 C98 U99 G99 E99 
10 7 3	BB...GCCC..GAA.KUGFF.KU....KU..EEETT K96 U99 A99 G98 F99 E99 
10 7 3	.BBKU.CCCKU..AAKUGFF...G.....GEEETT. B99 K94 U99 F99 T99 
10 7 3	BB...G..CCCGAA.KUG.FFKU....KU.EEETT. K96 C98 U99 A99 G98 T99 
10 7 3	...BBG.CCCUGAA.KUGFF.KU....K..EEE.TT B97 K96 C99 A99 G98 F99 
10 7 3	BB....CCCK.G.AAKUG.FFKUG....U.EEETT. K95 U99 G97 T99 
10 7 3	BB..UG.CCCUG.AAKUG.FFK.....K..EEETT. K96 C99 U99 G96 T99 
10 7 3	.BB.UGCCCKUG.AAKUGFF.K........EEETT. B99 K95 U99 G98 F99 T99 
10 7 3	...BB.CCCK..AA.KUGFF.KUG....UG.EEETT B97 K95 U99 A99 F99 E99 
10 7 3	.BB.UGCCC.UG.AAKUGFF.K.....K...EEETT B99 K96 U99 G98 F99 E99 
10 7 3	..BBUG.CCCUG.AAKUGFF.K.....K...EEETT B98 K98 C99 U99 G98 F99 E99 
10 7 3	..BBUG.CCCUG.AAKUGFF.K.....K..EEE.TT B98 K96 C99 U99 G98 F99 
10 7 3	...BBG..CCCG.AAKUGFF.KU....KU.EEE.TT B97 K96 C98 U99 G98 F99 
10 7 3	BB.K.GCCCK.G.AAKUG.FF.U.....U.EEETT. K94 U99 G96 T99 
10 7 3	BB.KU.CCCKUGAA.KUG...FFG.......EEETT K94 U99 A99 G99 F98 E99 
10 7 3	.BB.U..CCCU.AA.KUG.FFK.G...K.G.EEETT B99 K96 C99 U99 A99 E99 
10 7 3	...BB..CCC..AA.KUGFF.KUG...KUGEEE.TT B97 K96 C99 U99 A99 F99 
10 7 3	.BBKU.CCCKU.AA.KUG...FFG.....G.EEETT B99 K94 U99 A99 F98 E99 
10 7 3	..BB...CCC.GAA.KUGFF.KUG...KU.EEE.TT B98 K98 C99 U99 A99 G99 F99 
10 7 3	BB...G.CCC.G.AAKUG.FFKU....KU.EEETT. K96 C99 U99 G96 T99 
10 7 3	BB...G..CCCG.AAKUG.FFKU....KU.EEETT. K96 C98 U99 G96 T99 
10 7 3	BB......CCC.AA.KUGFF.KUG...KUG.EEETT K96 C98 U99 A99 F99 E99 
10 7 3	...BBG.CCCUGAA.KUGFF.KU....K..EEETT. B97 K98 C99 A99 G98 F99 T99 
10 7 3	...KBBCCCKUG.AAKUG..FFUG......EEETT. B96 K94 G97 F99 T99 
10 7 3	....BB...CCC.AAKUGFF.KUG...KUGEEETT. B96 K96 C97 U99 F99 T99 
10 7 3	...BBGCCCK.GAA.KUG.FFKU.....U..EEETT B97 K95 U99 A99 G98 E99 
10 7 3	...KBBCCCK..AA.KUG.FF.UG....UGEEETT. B96 K94 U99 A99 T99 
10 7 3	...BB..CCC..AA.KUGFF.KUG...KUGEEETT. B97 K98 C99 U99 A99 F99 T99 
10 7 3	.BBKU.CCCKU..AAKUGFF...G.....G.EEETT B99 K94 U99 F95 E99 
10 7 3	....BBCCCKUGAA.KUGFF.KUG.......EEETT B96 K95 A99 G99 F99 E99 
10 7 3	BB.....CCCU..AAKUG.FFKUG...K.G.EEETT K96 C97 U98 E99 
10 7 3	...BBGCCC.UGAA.KUGFF.KU....K..EEETT. B97 K98 A99 G96 F99 T99 
10 7 3	...BB.CCC.UG.AAKUGFF.KUG...K..EEETT. B97 K96 G97 F99 T99 
10 7 3	...BB.CCCKUGAA.KUGFF.KUG.......EEETT B97 K95 A99 G99 F99 E99 
10 7 3	.BBK.GCCCKUG.AAKUG..FFU.......EEETT. B99 K94 G98 F97 T99 
10 7 3	..BBU..CCCUG.AAKUGFF.K.G...K...EEETT B98 K98 C99 U99 G99 F99 E99 
10 7 3	...KBBCCCKUGAA.KUG.FF.UG......EEETT. B96 K94 A99 G97 T99 
10 7 3	...KBBCCCK.G.AAKUG.FF.UG....U.EEETT. B96 K94 U99 G97 T99 
10 7 3	...BBGCCC..GAA.KUGFF.KU....KU.EEE.TT B97 K96 U99 A99 G98 F99 
10 7 3	BB..U.CCCKU..AAKUG.FFK.G.....GEEETT. K95 U99 G98 T99 
10 7 3	...BBGCCC..G.AAKUG.FFKU....KU.EEETT. B97 K96 U99 G96 T99 
10 7 3	BB.K..CCCKUGAA.KUG..FFUG.......EEETT K94 A99 G99 F97 E99 
10 7 3	...BBGCCCKUGAA.KUG.FFKU........EEETT B97 K95 A99 G98 E99 
10 7 3	...BBGCCC.UG.AAKUGFF.KU....K..EEETT. B97 K96 G96 F99 T99 
10 7 3	.BBK..CCCKUG.AAKUG..FFUG.......EEETT B99 K94 G99 F97 E99 
10 7 3	BB..UG.CCCUG.AAKUGFF.K.....K..EEETT. K96 C99 U99 G98 F99 T99 
10 7 3	.BB.UGCCC.UG.AAKUGFF.K.....K..EEETT. B99 K96 U99 G98 F99 T99 
10 7 3	..BBU..CCCUG.AAKUGFF.K.G...K..EEE.TT B98 K96 C99 U99 G99 F99 
10 7 3	.BB.U.CCC.UG.AAKUGFF.K.G...K...EEETT B99 K96 U99 G99 F99 E99 
10 7 3	....BBCCCK.GAA.KUG.FFKUG....U..EEETT B96 K95 U99 A99 G99 E99 
10 7 3	BB.KU.CCCKU..AAKUGFF...G.....GEEETT. K94 U99 A98 F99 T99 
10 7 3	BB..U.CCCKUG.AAKUG.FFK.G......EEETT. K95 U99 G97 T99 
10 7 3	..BB..CCC.U.AA.KUGFF.KUG...K.GEEETT. B92 A99 K98 F99 T99 
10 7 3	BB.....CCCU.AA.KUGFF.KUG...K.GEEETT. B94 C99 A99 K98 F99 T99 
10 7 3	BB..UGCCC.UGAA.KUG.FFK.....K..EEETT. K96 U99 A99 G96 T99 
10 7 3	.BBKUGCCCKUG.AAKUG...FF........EEETT B99 K94 U99 G98 F98 E99 
10 7 3	.BBKU.CCCKUG.AAKUG...FFG.......EEETT B99 K94 U99 G99 F98 E99 
10 7 3	...KBBCCCK.G.AAKUGFF..UG....U.EEETT. B96 K94 U99 G99 F99 T99 
10 7 3	...KBBCCCKUGAA.KUGFF..UG......EEETT. B96 K94 A99 G99 F99 T99 
10 7 3	BB..U.CCC.UG.AAKUGFF.K.G...K..EEETT. K96 U99 G97 F99 T99 
10 7 3	.BB...CCC..GAA.KUGFF.KUG...KU.EEE.TT B99 K96 U99 A99 G99 F99 
10 7 3	..BB.G.CCCUGAA.KUGFF.KU....K..EEETT. B98 K98 C99 A99 G98 F99 T99 
10 7 3	..BBUGCCC.UG.AAKUG.FFK.....K..EEETT. B98 K94 U99 G98 T99 
10 7 3	BB.KUGCCCKUGAA.KUGFF..........EEETT. K94 U99 A99 G98 F99 T99 
10 7 3	....BB..CCCGAA.KUG.FFKUG...KU.EEE.TT B96 K96 C98 U99 A99 G99 
10 7 3	.BB....CCC.G.AAKUG.FFKUG...KU.EEE.TT B97 C99 U99 G99 K96 
10 7 3	....BBCCCK.GAA.KUG.FFKUG....U.EEETT. B96 K95 U99 A99 G99 T99 
10 7 3	.BB.UG.CCCUG.AAKUG.FFK.....K..EEETT. B99 K96 C99 U99 G98 T99 
10 7 3	BB..U.CCC.UGAA.KUG.FFK.G...K..EEE.TT K96 U99 A99 G99 T98 
10 7 3	..BB.G.CCC.GAA.KUG.FFKU....KU.EEETT. B98 K98 C99 U99 A99 G98 T99 
10 7 3	....BB..CCC..AAKUGFF.KUG...KUG.EEETT B96 K96 C98 U99 F99 E99 
10 7 3	....BB.CCC..AA.KUGFF.KUG...KUGEEE.TT B96 K96 C99 U99 A99 F99 
10 7 3	...BBGCCC..GAA.KUG.FFKU....KU..EEETT B97 K96 U99 A99 G98 E99 
10 7 3	....BB..CCCG.AAKUG.FFKUG...KU.EEETT. B96 K96 C98 U99 G99 T99 
10 7 3	..BB...CCC.GAA.KUG.FFKUG...KU.EEETT. B98 K98 C99 U99 A99 G99 T99 
10 7 3	...BBGCCCK.G.AAKUG.FFKU.....U..EEETT B97 K95 U99 G98 E99 
10 7 3	.BB.....CCC..AAKUGFF.KUG...KUG.EEETT B99 K96 C98 U99 F99 E99 
10 7 3	...BB.CCCK.GAA.KUG.FFKUG....U..EEETT B97 K95 U99 A99 G99 E99 
10 7 3	..BBUG.CCCUG.AAKUGFF.K.....K..EEETT. B98 K98 C99 U99 G98 F99 T99 
10 7 3	..BBUG.CCCUG.AAKUG.FFK.....K..EEETT. B98 K98 C99 U99 G96 T99 
10 7 3	..BB.G.CCC.G.AAKUGFF.KU....KU.EEETT. B98 K98 C99 U99 G98 F99 T99 
10 7 3	....BBCCC...AA.KUGFF.KUG...KUGEEETT. B96 K96 U99 A99 F99 T99 
10 7 3	..BB.G.CCCUGAA.KUG.FFKU....K..EEETT. B98 K98 C99 A99 G96 T99 
10 7 3	....BB..CCCG.AAKUG.FFKUG...KU..EEETT B96 K96 C98 U99 G99 E99 
10 7 3	...KBBCCCK...AAKUGFF..UG....UGEEETT. B96 K94 U99 F99 T99 
10 7 3	.BB...CCC..G.AAKUG.FFKUG...KU..EEETT B93 G99 K96 U99 E99 
10 7 3	..BB...CCCUGAA.KUG.FFKUG...K..EEETT. B98 K98 C99 A99 G97 T99 
10 7 3	...BBG.CCCUG.AAKUGFF.KU....K..EEETT. B97 K98 C99 G98 F99 T99 
