3 0 3	BB.K..CCCKU..AAKUG.FF.UG.....GEEE.TT 
9 6 3	BB....CCCKUGAA.KUGFF.KUG.......EEETT K95 A99 G99 F99 E99 
9 6 3	..BB....CCC..AAKUG.FFKUG...KUG.EEETT B98 K98 C98 U97 E99 
9 6 3	...BB..CCC...AAKUGFF.KUG...KUGEEE.TT B97 K96 C99 U99 F99 
9 6 3	BB..U.CCCKU.AA.KUGFF.K.G.....G.EEETT K95 U99 A99 F99 E99 
9 6 3	BB.K..CCCK...AAKUG.FF.UG....UGEEETT. K94 U99 F98 T99 
9 6 3	BB..UGCCC.UG.AAKUGFF.K.....K..EEETT. K96 U99 G98 F99 T99 
9 6 3	BB....CCCK..AA.KUGFF.KUG....UG.EEETT K95 U99 A99 F99 E99 
9 6 3	..BBUGCCC.UG.AAKUG.FFK.....K..EEE.TT B98 K98 U99 G98 E98 
9 6 3	....BBCCCKU.AA.KUGFF.KUG.....G.EEETT B96 K95 A99 F99 E99 
9 6 3	..BB..CCCKU.AA.KUGFF.KUG.....G.EEETT B98 K95 A99 F99 E99 
9 6 3	..BBUGCCC.UG.AAKUGFF.K.....K...EEETT B98 K98 U99 G98 F99 E99 
9 6 3	..BBU.CCCKUG.AAKUG.FFK.G......EEETT. B98 K95 U99 G99 T99 
9 6 3	BB...GCCC..G.AAKUGFF.KU....KU.EEETT. K96 U99 G98 F99 T99 
9 6 3	..BBUGCCC.UGAA.KUG.FFK.....K...EEETT B98 K98 U99 A99 G98 E99 
9 6 3	..BBUG.CCCUG.AAKUG.FFK.....K...EEETT B98 K98 C99 U99 G98 E99 
9 6 3	..BB.GCCC.UG.AAKUGFF.KU....K..EEETT. B98 K96 G98 F99 T99 
9 6 3	..BBU.CCC.UG.AAKUG.FFK.G...K...EEETT B98 K98 U99 G97 E99 
9 6 3	.BBK..CCCKUGAA.KUGFF..UG......EEE.TT B99 K94 A99 G99 F99 
9 6 3	..BB.GCCC.UG.AAKUG.FFKU....K...EEETT B98 K98 U98 G98 E99 
9 6 3	.BB..GCCCKUG.AAKUGFF.KU.......EEETT. B99 K95 G98 F99 T99 
9 6 3	.BBK..CCCK...AAKUGFF..UG....UGEEETT. B99 K94 U99 F99 T99 
9 6 3	..BB...CCCUG.AAKUGFF.KUG...K...EEETT B98 K98 C99 G99 F99 E99 
9 6 3	.BB...CCCKUGAA.KUG.FFKUG.......EEETT B99 K95 A99 G99 E99 
9 6 3	..BBU.CCC.UG.AAKUGFF.K.G...K..EEETT. B98 K98 U99 G99 F99 T99 
9 6 3	.BB.UGCCC.UG.AAKUG.FFK.....K...EEETT B97 U99 G98 K98 E99 
9 6 3	...BB.CCCK..AA.KUGFF.KUG....UGEEE.TT B97 K95 U99 A99 F99 
9 6 3	BB.K..CCCKU..AAKUG.FF.UG.....GEEETT. K94 G98 T99 
9 6 3	BB..U.CCCKUG.AAKUG.FFK.G......EEE.TT B98 U99 K95 G99 
9 6 3	...BB.CCCKUGAA.KUGFF.KUG......EEE.TT B97 K95 A99 G99 F99 
9 6 3	..BB.GCCC..GAA.KUGFF.KU....KU.EEE.TT B98 K98 U99 A99 G98 F99 
9 6 3	.BBK..CCCKUGAA.KUG.FF.UG......EEETT. B99 K94 A99 G99 T99 
9 6 3	...BB.CCCK.GAA.KUG.FFKUG....U.EEE.TT B97 K95 U99 A99 G99 
9 6 3	.BBK..CCCK.G.AAKUG.FF.UG....U.EEETT. B99 K94 U99 G99 T99 
9 6 3	...BB..CCCUGAA.KUG.FFKUG...K..EEE.TT B97 K96 C99 A99 G99 
9 6 3	...BB.CCC.UGAA.KUGFF.KUG...K...EEETT B97 K98 A99 G99 F99 E99 
9 6 3	.BBK..CCCK.G.AAKUG.FF.UG....U..EEETT B99 K94 U99 G99 E99 
9 6 3	BB....CCCKUGAA.KUG.FFKUG......EEE.TT B92 K95 G99 A99 
9 6 3	...BB.CCCKU.AA.KUGFF.KUG.....G.EEETT B97 K97 A99 F99 E99 
9 6 3	...BB.CCC...AA.KUGFF.KUG...KUG.EEETT B97 K98 U99 A99 F99 E99 
9 6 3	...BB..CCCU.AA.KUGFF.KUG...K.G.EEETT B97 K98 C99 A99 F99 E99 
9 6 3	...BB.CCC..GAA.KUG.FFKUG...KU.EEE.TT B97 K96 U99 A99 G99 
9 6 3	....BBCCC.U.AA.KUGFF.KUG...K.G.EEETT B96 K98 A99 F99 E99 
9 6 3	...KBBCCCKUGAA.KUG.FF.UG......EEE.TT B96 K94 A99 G99 
9 6 3	.BB...CCC.U.AA.KUGFF.KUG...K.G.EEETT B95 A99 K98 F99 E99 
9 6 3	BB.....CCCUG.AAKUG.FFKUG...K..EEE.TT K96 C99 U98 G99 
9 6 3	...BB..CCCUG.AAKUG.FFKUG...K..EEETT. B97 K96 C99 G99 T99 
9 6 3	.BBK.GCCCKUGAA.KUG..FFU.......EEE.TT B99 K94 A99 G98 F99 
9 6 3	...BB....CCCAA.KUG.FFKUG...KUG.EEETT B97 K98 C97 U99 A99 E99 
9 6 3	..BB...CCCUG.AAKUGFF.KUG...K..EEETT. B98 K98 C99 G99 F99 T99 
9 6 3	BB.K..CCCK.G.AAKUG..FFUG....U..EEETT K94 U99 G99 F99 E99 
9 6 3	.BBK..CCCK..AA.KUG.FF.UG....UG.EEETT B99 K94 U99 A99 E99 
9 6 3	..BB.G.CCCUGAA.KUG.FFKU....K...EEETT B98 K98 C99 A99 G98 E99 
9 6 3	...BB....CCCAA.KUGFF.KUG...KUGEEE.TT B97 K98 C97 U99 A99 F99 
9 6 3	...BBGCCCKUGAA.KUG.FFKU.......EEE.TT B97 K95 A99 G98 
9 6 3	BB.....CCCUG.AAKUGFF.KUG...K..EEE.TT B96 C99 G99 K98 F99 
9 6 3	.BB...CCC....AAKUGFF.KUG...KUG.EEETT B99 K96 U99 F99 E99 
9 6 3	.BB.U.CCC.U..AAKUGFF.K.G...K.GEEE.TT B99 K96 U97 F99 
9 6 3	...KBBCCCKUG.AAKUG.FF.UG......EEETT. B96 K94 G99 T99 
9 6 3	..BB.G.CCCUG.AAKUGFF.KU....K...EEETT B98 K98 C99 G98 F99 E99 
9 6 3	...BB.CCC....AAKUGFF.KUG...KUGEEE.TT B97 K96 U99 F99 
9 6 3	.BB...CCCK...AAKUGFF.KUG....UG.EEETT B99 K95 U99 F99 E99 
9 6 3	...BB.CCCKUGAA.KUG.FFKUG......EEE.TT B95 K95 G99 A99 
9 6 3	BB.K.GCCCK.GAA.KUG.FF.U.....U..EEETT K94 U99 A99 G98 E99 
9 6 3	BB.K.GCCCK.GAA.KUG..FFU.....U.EEE.TT K94 U99 A99 G98 F99 
9 6 3	..BB.G.CCC.G.AAKUGFF.KU....KU.EEE.TT B98 K98 C99 U99 G98 F99 
9 6 3	.BB...CCC....AAKUG.FFKUG...KUG.EEETT B99 K92 U99 E99 
9 6 3	.BB...CCCKUGAA.KUGFF.KUG......EEE.TT B99 K95 A99 G99 F99 
9 6 3	BB.KUGCCCKUGAA.KUG.FF.........EEE.TT K94 U97 A99 G98 
9 6 3	...BBG.CCCUGAA.KUGFF.KU....K..EEE.TT B97 K98 C99 A99 G98 F99 
9 6 3	...BB.CCC.UGAA.KUG.FFKUG...K...EEETT B97 K96 A99 G99 E99 
9 6 3	..BB.GCCCKUGAA.KUG.FFKU.......EEETT. B98 K95 A99 G98 T99 
9 6 3	..BB...CCC..AA.KUG.FFKUG...KUGEEETT. B98 K98 C99 U99 A99 T99 
9 6 3	BB.K.GCCCKUGAA.KUGFF..U.......EEETT. K94 A99 G98 F99 T99 
9 6 3	.BB...CCCKU.AA.KUG.FFKUG.....GEEETT. B97 K95 A99 T99 
9 6 3	BB....CCC.U..AAKUGFF.KUG...K.GEEETT. B92 K96 F99 T99 
9 6 3	.BB...CCC...AA.KUG.FFKUG...KUG.EEETT B99 K96 U99 A99 E99 
9 6 3	.BB...CCCK..AA.KUG.FFKUG....UG.EEETT B99 K95 U99 A99 E99 
9 6 3	.BBK..CCCKUG.AAKUG.FF.UG.......EEETT B99 K94 G99 E99 
9 6 3	BB....CCCKU.AA.KUG.FFKUG.....G.EEETT K95 A99 G96 E99 
9 6 3	.BB...CCC.U.AA.KUGFF.KUG...K.GEEETT. B95 A99 K98 F99 T99 
9 6 3	..BB.G..CCCG.AAKUGFF.KU....KU.EEE.TT B98 K98 C98 U99 G98 F99 
9 6 3	....BBCCCK..AA.KUG.FFKUG....UG.EEETT B96 K95 U99 A99 E99 
9 6 3	.BB.U.CCC.U.AA.KUG.FFK.G...K.G.EEETT B99 K96 U99 A99 E99 
9 6 3	.BB.U.CCCKU.AA.KUG.FFK.G.....GEEE.TT B99 K95 U99 A99 
9 6 3	.BB...CCCKUGAA.KUG.FFKUG......EEETT. B99 K95 A99 G99 T99 
9 6 3	..BBU.CCC.U.AA.KUG.FFK.G...K.GEEE.TT B98 K96 U99 A99 
9 6 3	BB...G.CCCUGAA.KUG.FFKU....K..EEETT. K96 C99 A99 G98 T99 
9 6 3	.BB...CCCK.G.AAKUG.FFKUG....U.EEETT. B99 K95 U99 G99 T99 
9 6 3	..BBUG.CCCUG.AAKUGFF.K.....K..EEE.TT B98 K98 C99 U99 G98 F99 
9 6 3	BB.....CCC..AA.KUG.FFKUG...KUGEEETT. K96 C99 U99 A99 T99 
9 6 3	.BB....CCCU.AA.KUG.FFKUG...K.GEEETT. B99 K96 C99 A99 T99 
9 6 3	.BBK..CCCKU.AA.KUGFF..UG.....GEEETT. B99 K94 A99 F99 T99 
9 6 3	BB.K.GCCCK.G.AAKUG.FF.U.....U.EEETT. K94 U99 G98 T99 
9 6 3	..BB.GCCCK.G.AAKUG.FFKU.....U.EEETT. B98 K95 U99 G98 T99 
9 6 3	BB.......CCC.AAKUGFF.KUG...KUG.EEETT K96 C97 U99 F99 E99 
9 6 3	BB.K..CCCK.G.AAKUGFF..UG....U..EEETT K94 U99 G99 F99 E99 
9 6 3	..BB.GCCC.UGAA.KUGFF.KU....K...EEETT B98 K98 A99 G98 F99 E99 
9 6 3	.BB..GCCCK.G.AAKUG.FFKU.....U.EEETT. B99 K95 U99 G98 T99 
9 6 3	BB....CCCKUGAA.KUGFF.KUG......EEE.TT K95 A99 G99 F99 
9 6 3	..BBU.CCC.U.AA.KUGFF.K.G...K.G.EEETT B98 K98 U99 A99 F99 E99 
9 6 3	BB...GCCC.UGAA.KUGFF.KU....K..EEE.TT K96 A99 G98 F99 
9 6 3	..BB..CCCK.G.AAKUG.FFKUG....U..EEETT B98 K95 U99 G99 E99 
9 6 3	.BBK..CCCKUG.AAKUGFF..UG.......EEETT B99 K94 G99 F99 E99 
9 6 3	..BB.G..CCCG.AAKUG.FFKU....KU.EEETT. B98 K98 C98 U99 G98 T99 
9 6 3	BB....CCCK.G.AAKUG.FFKUG....U.EEE.TT B96 K95 G99 U99 
9 6 3	BB....CCCK.G.AAKUGFF.KUG....U.EEE.TT K95 U99 G99 F99 
9 6 3	..BB.G..CCCGAA.KUG.FFKU....KU.EEE.TT B98 K98 C98 U99 A99 G98 
9 6 3	BB.KU.CCCKUGAA.KUG.FF..G.......EEETT K94 U99 A99 G99 E99 
9 6 3	...BBG.CCCUG.AAKUGFF.KU....K..EEE.TT B97 K96 C99 G98 F99 
9 6 3	BB.KU.CCCKUGAA.KUG...FFG......EEE.TT K94 U99 A99 G99 F98 
9 6 3	BB..U.CCC.U.AA.KUGFF.K.G...K.GEEE.TT B96 U99 A99 K98 F99 
9 6 3	..BB..CCC...AA.KUGFF.KUG...KUGEEETT. B98 K98 U99 A99 F99 T99 
9 7 2	..BB..CCC...AA.KU.FF.KUG...KUGEEETTG B98 K98 U99 A99 G99 F99 T99 
9 6 3	BB.KU.CCCKUGAA.KUG..FF.G......EEE.TT K94 U99 A99 G99 F99 
9 6 3	BB...GCCCK.G.AAKUGFF.KU.....U.EEE.TT K95 U99 G98 F99 
9 6 3	.BBK.GCCCKUG.AAKUGFF..U........EEETT B99 K94 G98 F99 E99 
9 6 3	BB....CCC....AAKUGFF.KUG...KUGEEE.TT K96 U99 G96 F99 
9 6 3	..BB..CCCKUGAA.KUG.FFKUG.......EEETT B98 K95 A99 G99 E99 
9 6 3	..BBUGCCC.UGAA.KUGFF.K.....K..EEE.TT B98 K98 U99 A99 G98 F99 
9 6 3	..BB....CCC.AA.KUGFF.KUG...KUGEEE.TT B98 K98 C98 U99 A99 F99 
9 6 3	BB....CCCK.GAA.KUG.FFKUG....U.EEE.TT K95 U99 A99 G99 
9 6 3	.BBK.GCCCKUG.AAKUG..FFU.......EEE.TT B99 K94 G98 F97 
9 6 3	..BBU.CCC.U.AA.KUGFF.K.G...K.GEEETT. B98 K98 U99 A99 F99 T99 
9 6 3	..BB.....CCCAA.KUGFF.KUG...KUGEEE.TT B98 K98 C97 U99 A99 F99 
9 6 3	.BBKU.CCCKUG.AAKUG.FF..G......EEE.TT B99 K94 U97 G99 
9 6 3	..BBU.CCC.UG.AAKUGFF.K.G...K...EEETT B98 K98 U99 G99 F99 E99 
9 6 3	..BBU..CCCU..AAKUGFF.K.G...K.GEEETT. B98 K98 C99 U99 F99 T99 
9 6 3	..BB..CCC....AAKUGFF.KUG...KUGEEETT. B98 K98 U97 F99 T99 
9 6 3	.BBK..CCCK.G.AAKUG..FFUG....U.EEE.TT B99 K94 U99 G99 F99 
9 6 3	..BB..CCC.U..AAKUGFF.KUG...K.GEEETT. B98 K98 U98 F99 T99 
9 6 3	....BB.CCCUG.AAKUG.FFKUG...K..EEETT. B96 K96 C99 G99 T99 
9 6 3	.BBK..CCCK...AAKUGFF..UG....UGEEE.TT B99 K94 U99 F99 
9 6 3	.BB..GCCCKUG.AAKUGFF.KU.......EEE.TT B99 K93 G98 F99 
9 6 3	....BB.CCC...AAKUG.FFKUG...KUGEEETT. B96 K96 C99 U99 T99 
9 6 3	BB..U.CCC.U..AAKUGFF.K.G...K.GEEETT. B96 U99 K98 F99 T99 
10 8 2	.BB.U.CCCKU.AA.KU..FFK.G.....GEEETTG B95 K97 U99 A99 G99 T99 
10 8 2	.BBKU.CCCKU..AAKU....FFG.....GEEETTG B99 K94 U99 G99 F98 T99 
10 8 2	.BB......CCC.AAKU.FF.KUG...KUGEEETTG B99 K96 C97 U99 G99 F99 T99 
10 8 2	BB.......CCCAA.KU.FF.KUG...KUGEEETTG K96 C97 U99 A99 G99 F99 T99 
10 8 2	....BB...CCCAA.KU..FFKUG...KUGEEETTG B96 K96 C97 U99 A99 G99 T99 
10 8 2	.BBKU.CCCKU.AA.KU...FF.G.....GEEETTG B99 K94 U99 A99 G99 F99 T99 
10 8 2	.BBKU.CCCKU.AA.KU....FFG.....GEEETTG B99 K94 U99 A99 G99 F98 T99 
10 8 2	.BBKU.CCCKU.AA.KU.FF...G.....GEEETTG B99 K94 U99 A99 G99 F99 T99 
10 8 2	.BB...CCCK..AA.KU.FF.KUG....UGEEETTG B99 K95 U99 A99 G99 F99 T99 
10 8 2	.BBK..CCCK..AA.KU.FF..UG....UGEEETTG B99 K94 U99 A99 G99 F99 T99 
10 8 2	....BBCCCK..AA.KU.FF.KUG....UGEEETTG B96 K95 U99 A99 G99 F99 T99 
10 8 2	.BBK..CCCK..AA.KU...FFUG....UGEEETTG B99 K94 U99 A99 G99 F99 T99 
10 8 2	..BBU.CCCKU.AA.KU.FF.K.G.....GEEETTG B98 K95 U99 A99 G99 F99 T99 
10 8 2	.BBK..CCCK...AAKU...FFUG....UGEEETTG B99 K94 U99 G99 F99 T99 
10 8 2	.BB.U.CCCKU.AA.KU.FF.K.G.....GEEETTG B99 K95 U99 A99 G99 F99 T99 
10 8 2	BB.....CCC..AA.KU.FF.KUG...KUGEEETTG K96 C99 U99 A99 G99 F99 T99 
10 8 2	.BB.....CCC.AA.KU..FFKUG...KUGEEETTG B99 K96 C98 U99 A99 G99 T99 
10 8 2	....BB..CCC.AA.KU..FFKUG...KUGEEETTG B96 K96 C98 U99 A99 G99 T99 
10 8 2	BB......CCC.AA.KU.FF.KUG...KUGEEETTG K96 C98 U99 A99 G99 F99 T99 
10 8 2	.BB.....CCC..AAKU.FF.KUG...KUGEEETTG B99 K96 C98 U99 G99 F99 T99 
10 8 2	.BB......CCCAA.KU..FFKUG...KUGEEETTG B99 K96 C97 U99 A99 G99 T99 
10 8 2	...BB.CCCK..AA.KU.FF.KUG....UGEEETTG B97 K97 U99 A99 G99 F99 T99 
10 8 2	...BB....CCCAA.KU.FF.KUG...KUGEEETTG B97 K98 C97 U99 A99 G99 F99 T99 
10 8 2	...BB...CCC.AA.KU.FF.KUG...KUGEEETTG B97 K98 C98 U99 A99 G99 F99 T99 
10 8 2	.BB...CCC...AA.KU.FF.KUG...KUGEEETTG B95 A99 K98 U99 F99 G99 T99 
10 8 2	..BB..CCC...AA.KU.FF.KUG...KUGEEETTG B96 A99 K98 U99 F99 G99 T99 
10 8 2	...KBBCCCK..AA.KU...FFUG....UGEEETTG B96 K94 U99 A99 G99 F99 T99 
10 8 2	.BB.U.CCC.U.AA.KU.FF.K.G...K.GEEETTG B99 K96 U99 A99 G99 F99 T99 
10 8 2	...BB...CCC..AAKU.FF.KUG...KUGEEETTG B97 K96 C98 U99 G99 F99 T99 
10 8 2	.BBKU.CCCKU..AAKU...FF.G.....GEEETTG B99 K94 U99 G99 F99 T99 
10 8 2	.BBKU.CCCKU..AAKU.FF...G.....GEEETTG B99 K94 U99 G99 F99 T99 
10 8 2	.BB.U..CCCU.AA.KU..FFK.G...K.GEEETTG B99 K96 C99 U99 A99 G99 T99 
10 8 2	BB..U..CCCU.AA.KU.FF.K.G...K.GEEETTG K96 C99 U99 A99 G99 F99 T99 
10 8 2	..BB.....CCCAA.KU..FFKUG...KUGEEETTG B98 K98 C97 U99 A99 G99 T99 
10 8 2	..BB....CCC.AA.KU..FFKUG...KUGEEETTG B98 K98 C98 U99 A99 G99 T99 
10 8 2	....BB.CCC..AA.KU..FFKUG...KUGEEETTG B96 K98 C99 U99 A99 G99 T99 
10 8 2	.BB....CCC..AA.KU..FFKUG...KUGEEETTG B97 C99 A99 K98 U99 G99 T99 
10 8 2	...BB....CCC.AAKU.FF.KUG...KUGEEETTG B97 K96 C97 U99 G99 F99 T99 
10 8 2	..BB.....CCC.AAKU.FF.KUG...KUGEEETTG B98 K98 C97 U99 G99 F99 T99 
10 8 2	..BB....CCC..AAKU.FF.KUG...KUGEEETTG B98 K98 C98 U99 G99 F99 T99 
10 8 2	...BB..CCC...AAKU.FF.KUG...KUGEEETTG B97 K98 C99 U99 G99 F99 T99 
10 8 2	.BB.U..CCCU..AAKU.FF.K.G...K.GEEETTG B97 C99 U99 K98 F99 G99 T99 
10 8 2	.BB....CCC...AAKU.FF.KUG...KUGEEETTG B97 C99 U99 K98 F99 G99 T99 
10 8 2	..BBU..CCCU.AA.KU.FF.K.G...K.GEEETTG B98 K98 C99 U99 A99 G99 F99 T99 
10 8 2	..BB...CCC..AA.KU.FF.KUG...KUGEEETTG B98 K98 C99 U99 A99 G99 F99 T99 
10 8 2	.BB....CCCU.AA.KU.FF.KUG...K.GEEETTG B97 C99 A99 K98 F99 G99 T99 
10 8 2	....BBCCC...AA.KU.FF.KUG...KUGEEETTG B96 K96 U99 A99 G99 F99 T99 
10 8 2	....BB..CCC..AAKU.FF.KUG...KUGEEETTG B96 K96 C98 U99 G99 F99 T99 
10 8 2	....BB.CCCU.AA.KU.FF.KUG...K.GEEETTG B96 K98 C99 A99 G99 F99 T99 
10 8 2	....BB.CCC...AAKU.FF.KUG...KUGEEETTG B96 K98 C99 U99 G99 F99 T99 
10 8 2	.BBK..CCCKU.AA.KU...FFUG.....GEEETTG B99 K94 A99 G99 F99 T99 
10 8 2	...BB..CCC..AA.KU.FF.KUG...KUGEEETTG B97 K98 C99 U99 A99 G99 F99 T99 
10 8 2	...KBBCCCK..AA.KU.FF..UG....UGEEETTG B96 K94 U99 A99 G99 F99 T99 
10 8 2	..BB..CCCK..AA.KU.FF.KUG....UGEEETTG B98 K95 U99 A99 G99 F99 T99 
10 8 2	BB..UGCCC.UG..AAUG...KFF...K..EEEKTT K91 U99 A99 G98 F97 
10 8 2	BB..UG.CCCUG.AA.UG...KFF...K..EEEKTT K91 C99 U99 G98 F97 
10 8 2	.BB.UGCCC.UGAA..UG...KFF...K..EEEKTT B99 K91 U99 A99 G98 F97 
10 8 2	.BB.UGCCC.UG..AAUG...KFF...K..EEEKTT B99 K91 U99 A99 G98 F97 
10 8 2	.BB.UGCCC.UG.AA.UG...KFF...K..EEEKTT B99 K91 U99 G98 F97 
10 8 2	BB..UGCCC.UGAA..UG...KFF...K..EEEKTT K91 U99 A99 G98 F97 
10 8 2	..BBUGCCC.UG.AA.UG...KFF...K..EEEKTT B98 K91 U99 G98 F97 
10 8 2	....BB...CCC.AAKU.FF.KUG...KUGEEETTG B96 K96 C97 U99 G99 F99 T99 
10 8 2	.BB.UG.CCCUG.AA.UG...KFF...K..EEEKTT B99 K91 C99 U99 G98 F97 
10 8 2	..BB....CCC.AA.KU.FF.KUG...KUGEEETTG B98 K98 C98 U99 A99 G99 F99 T99 
10 8 2	..BB.....CCCAA.KU.FF.KUG...KUGEEETTG B98 K98 C97 U99 A99 G99 F99 T99 
10 7 3	.BB..GCCC..GAA.KUGFF.KU....KU.EEE.TT B99 K96 U99 A99 G98 F99 
10 7 3	.BB...CCC.UGAA.KUGFF.KUG...K..EEETT. B99 K96 A99 G99 F99 T99 
10 7 3	...BB..CCCUG.AAKUG.FFKUG...K..EEETT. B97 K98 C99 G97 T99 
10 7 3	BB..U..CCCUG.AAKUG.FFK.G...K..EEETT. K96 C99 U99 G97 T99 
10 7 3	BB.....CCC..AA.KUG.FFKUG...KUGEEE.TT B96 C99 A99 K96 U99 
10 7 3	.BB.U.CCC.UGAA.KUG.FFK.G...K..EEETT. B99 K96 U99 A99 G99 T99 
10 7 3	BB...G.CCCUGAA.KUGFF.KU....K..EEETT. K96 C99 A99 G98 F99 T99 
10 7 3	....BB.CCC...AAKUGFF.KUG...KUGEEETT. B96 K96 C99 U99 F99 T99 
10 7 3	.BB....CCCUGAA.KUG.FFKUG...K..EEETT. B99 K96 C99 A99 G99 T99 
10 7 3	....BB.CCCU.AA.KUGFF.KUG...K.GEEETT. B96 K96 C99 A99 F99 T99 
10 7 3	....BB.CCCUG.AAKUGFF.KUG...K..EEETT. B96 K96 C99 G99 F99 T99 
10 7 3	.BB....CCCU.AA.KUG.FFKUG...K.GEEE.TT B99 K96 C99 A99 G96 
10 7 3	....BBCCC..GAA.KUG.FFKUG...KU.EEETT. B96 K96 U99 A99 G99 T99 
10 7 3	BB....CCC..GAA.KUGFF.KUG...KU.EEETT. K96 U99 A99 G99 F99 T99 
10 7 3	.BB...CCC..G.AAKUGFF.KUG...KU.EEETT. B99 K96 U99 G99 F99 T99 
10 7 3	.BB..GCCC..G.AAKUGFF.KU....KU.EEETT. B99 K96 U99 G98 F99 T99 
10 7 3	BB...GCCC..GAA.KUGFF.KU....KU.EEETT. K96 U99 A99 G98 F99 T99 
10 7 3	BB.KU.CCCKUG.AAKUG.FF..G......EEETT. K94 U99 A98 G99 T99 
10 7 3	BB.K..CCCKUGAA.KUG.FF.UG......EEETT. K94 U98 A99 G99 T99 
10 7 3	.BBKU.CCCKUGAA.KUG.FF..G......EEETT. B99 K94 U99 A99 G99 T99 
10 7 3	BB.KU.CCCKUGAA.KUG..FF.G......EEETT. K94 U99 A99 G99 F99 T99 
10 7 3	....BBCCC..G.AAKUGFF.KUG...KU.EEETT. B96 K96 U99 G99 F99 T99 
10 7 3	...BB...CCCG.AAKUGFF.KUG...KU.EEE.TT B97 K96 C98 U99 G99 F99 
10 7 3	...BB.CCC..G.AAKUGFF.KUG...KU.EEETT. B97 K96 U99 G99 F99 T99 
10 7 3	...BB.CCCKUG.AAKUGFF.KUG......EEETT. B97 K95 G97 F99 T99 
10 7 3	.BB...CCCKUG.AAKUGFF.KUG......EEETT. B99 K95 G97 F99 T99 
10 7 3	..BB.G..CCCG.AAKUGFF.KU....KU.EEE.TT B98 K96 C98 U99 G98 F99 
10 7 3	BB..U.CCCKUGAA.KUG.FFK.G......EEETT. K93 U99 A99 G99 T99 
10 7 3	BB.K.GCCCKUGAA.KUG..FFU.......EEETT. K94 A99 G98 F97 T99 
10 7 3	BB....CCCKUGAA.KUGFF.KUG......EEETT. K95 A99 G97 F99 T99 
10 7 3	.BB..G..CCCG.AAKUG.FFKU....KU.EEE.TT B97 G98 C98 K96 U99 
10 7 3	.BB....CCCUGAA.KUG.FFKUG...K..EEETT. B99 K96 C99 A99 G99 T99 
10 7 3	BB.....CCCUGAA.KUGFF.KUG...K..EEETT. K96 C99 A99 G99 F99 T99 
10 7 3	...KBBCCCKUGAA.KUGFF..UG.......EEETT B96 K94 A99 G99 F99 E99 
10 7 3	..BBU..CCCUG.AAKUGFF.K.G...K..EEETT. B98 K98 C99 U99 G99 F99 T99 
10 7 3	.BB..GCCCK.GAA.KUG.FFKU.....U.EEETT. B99 K95 U99 A99 G98 T99 
10 7 3	..BB.GCCCKUGAA.KUGFF.KU.......EEETT. B98 K95 A99 G98 F99 T99 
10 7 3	...BBG.CCC.GAA.KUGFF.KU....KU.EEE.TT B97 K98 C99 U99 A99 G98 F99 
10 7 3	BB.....CCCUGAA.KUG.FFKUG...K..EEETT. K96 C99 A99 G97 T99 
10 7 3	...BBGCCC..GAA.KUGFF.KU....KU..EEETT B97 K98 U99 A99 G98 F99 E99 
10 7 3	...BBG..CCCGAA.KUGFF.KU....KU.EEE.TT B97 K98 C98 U99 A99 G98 F99 
10 7 3	BB....CCC.UGAA.KUGFF.KUG...K..EEETT. K96 A99 G97 F99 T99 
10 7 3	..BBU.CCCKUG.AAKUGFF.K.G......EEETT. B98 K97 U99 G99 F99 T99 
10 7 3	BB.K.GCCCK.GAA.KUGFF..U.....U.EEETT. K94 U99 A99 G98 F99 T99 
10 7 3	...BB..CCCUGAA.KUGFF.KUG...K..EEE.TT B97 K96 C99 A99 G99 F99 
10 7 3	..BB..CCCK..AA.KUGFF.KUG....UGEEETT. B98 K95 U99 A99 F99 T99 
10 7 3	..BB..CCC.U..AAKUGFF.KUG...K.GEEETT. B98 K98 G94 F99 T99 
10 7 3	.BB..GCCCKUGAA.KUGFF.KU........EEETT B99 K95 A99 G98 F99 E99 
10 7 3	BB...GCCCK.GAA.KUG.FFKU.....U.EEETT. K93 U99 A99 G98 T99 
10 7 3	...BB.CCCKUGAA.KUGFF.KUG......EEETT. B97 K97 A99 G99 F99 T99 
10 7 3	.BB...CCCKUGAA.KUGFF.KUG.......EEETT B99 K95 A99 G99 F99 E99 
10 7 3	..BBU.CCC.UG.AAKUGFF.K.G...K..EEETT. B98 K98 U99 G97 F99 T99 
10 7 3	..BBU.CCCKU.AA.KUGFF.K.G.....G.EEETT B98 K95 U99 A99 F99 E99 
10 7 3	.BB.U.CCCKU.AA.KUGFF.K.G.....GEEETT. B99 K95 U99 A99 F99 T99 
10 7 3	...BBG.CCCUGAA.KUGFF.KU....K...EEETT B97 K98 C99 A99 G98 F99 E99 
10 7 3	...BB..CCC.G.AAKUG.FFKUG...KU.EEETT. B97 K96 C99 U99 G99 T99 
10 7 3	...BBG.CCC.GAA.KUG.FFKU....KU.EEETT. B97 K98 C99 U99 A99 G98 T99 
10 7 3	.BBK.GCCCKUGAA.KUG..FFU........EEETT B99 K94 A99 G98 F99 E99 
10 7 3	..BBU.CCC.UGAA.KUG.FFK.G...K..EEETT. B98 K98 U99 A99 G97 T99 
10 7 3	.BB......CCC.AAKUGFF.KUG...KUG.EEETT B99 K96 C97 U99 F99 E99 
10 7 3	..BB..CCCK.G.AAKUG.FFKUG....U.EEETT. B98 K97 U97 G99 T99 
